,SubmitPerView,Ratio,Customer_Value_Score,SubmissionScore2,Submission_Score,Credit_Card_Apply_Clicked,Date,Express_No_Offers,Express_Visited,FCS_Client_Signup Completed,FCS_Qform_Optin_Completed,Form_Conversion,Form_Engagement_1,Form_Engagement_2,FormStart,FormSubmit_in_Express_Offers,GeoSegmentation_States,state,GeoSegmentationStatesSplit2,GeoSegmentationStates,Lender_Not_Matched,Lenders_Matched,Mobile_Device_Type,MyLT_Session_Started,Number_of_Records,Page_Views,Product_Reporting,TreeAuthID,Visit_Number,Visitor_ID,cchannel,csource,Qformuid
62427,0.0,0.0,0.0,0.0,0.0,0,1/30/2018,0,1,0,0,0,0,0,0,0,pennsylvania (united states),pennsylvania,united states,pennsylvania (united states),0,0,Other,1,1,4,Refinance,d1ab1a14-1d98-4053-a6af-6254f27aabca,6,3753376563284443672_8877979689881842944,perf,1.0,fb731b0c-85a2-4be0-a96a-cf796eb6a674
62428,0.0,0.0,0.0,0.0,0.0,0,1/30/2018,0,1,0,0,0,0,0,0,0,texas (united states),texas,united states,texas (united states),0,0,Other,1,1,7,Refinance,ca770d15-ce7f-48a5-b79c-56326cd2283a,1,7030225302564090818_4749769206790588843,perf,1.0,d0bfd1b6-1de9-4bcf-b91c-d12f5b89ef69
62429,0.0,0.0,0.0,0.0,0.0,0,1/30/2018,0,2,0,0,0,0,0,0,0,washington (united states),washington,united states,washington (united states),0,0,Other,1,1,4,Purchase,4a6424d7-832f-4204-8005-efd9d08bbbfb,1,8342138155463741857_1755734662215558917,perf,1.0,766223b5-f3ba-40f1-bad8-ea42c3f48b52
62430,0.0,0.0,0.0,0.0,0.0,0,1/30/2018,0,2,0,0,0,0,0,0,0,california (united states),california,united states,california (united states),0,0,Other,1,1,2,Refinance,f5f18783-25c3-469b-b31f-21f65b6292d1,1,6276686516938085163_737305001504820430,perf,1.0,73d46403-bef3-413a-8629-9120e37b75ac
62431,0.0,0.0,0.0,0.0,0.0,0,1/30/2018,0,0,0,0,0,0,0,0,0,florida (united states),florida,united states,florida (united states),0,0,Other,1,1,5,Personal,f2dc9b55-6cce-4a5c-af41-d9a40ceabd36,2,7794909844293403421_2174435765138199763,perf,31.0,0302e52b-5fcc-4218-9bc0-c214459bda93
62436,333.333333333,333.333333333,3333333.33333333,0.0,0.0,1,1/30/2018,0,0,0,0,0,0,0,0,0,ohio (united states),ohio,united states,ohio (united states),0,0,Other,1,1,3,Refinance,7e6b05cc-a4a2-402c-b45f-b7848b974932,1,5562951732592597754_1425503598377913417,perf,1.0,4361768e-1971-49f2-917f-199b15b52076
62478,0.0,0.0,0.0,0.0,0.0,0,1/30/2018,0,1,0,0,0,0,0,0,0,colorado (united states),colorado,united states,colorado (united states),0,0,Tablet,1,1,3,Refinance,f2061fe8-c977-4c43-9b19-6575b41359d5,2,5227325488288800259_6439554607715360311,bd,31.0,f45927e3-0521-427c-b42d-62af1a387440
62499,0.0,0.0,0.0,0.0,0.0,0,1/30/2018,0,0,0,0,0,0,0,0,0,ohio (united states),ohio,united states,ohio (united states),0,0,Other,2,1,2,Home Equity,645ce8b9-6341-4448-9b13-076269a88225,48,7914909072449279935_8646548067145318258,perf,1.0,0e2c1005-edcb-4dac-929f-eb3333b215cb
63012,0.0,0.0,0.0,0.0,0.0,0,1/30/2018,0,0,0,0,0,1,1,1,0,colorado (united states),colorado,united states,colorado (united states),0,0,Other,0,1,13,Home Equity,27af7742-a681-4d26-9f5f-8afd74c0fcfc,4,2760958460152800924_9211169133085556449,perf,1.0,b779f841-cf04-4a74-8248-0adf09d3d6d2
80523,0.0,0.0,0.0,0.0,0.0,0,1/1/2018,0,0,0,0,0,0,0,0,0,new jersey (united states),new jersey,united states,new jersey (united states),0,0,Mobile Phone,0,1,1,Personal,91f9e23b-ce72-469b-bd03-1b6037176160,5,2266021016567006155_8987382553982236109,perf,1.0,6f0fa328-ad4e-4717-b681-1babaa575dfe
80573,0.0,0.0,0.0,0.0,0.0,0,1/1/2018,0,0,0,0,0,0,0,1,0,north carolina (united states),north carolina,united states,north carolina (united states),0,0,Mobile Phone,0,1,2,Personal,0a80f7e0-fbb6-4a73-b38e-2d86b563fb8c,73,8895008344228021660_3890732769473380970,perf,1.0,ee60a544-0344-40ca-af38-481c675c4476
80574,0.0,0.0,0.0,0.0,0.0,0,1/1/2018,0,0,0,0,0,0,0,1,0,nevada (united states),nevada,united states,nevada (united states),0,0,Mobile Phone,0,1,3,Personal,ab0d25f8-325f-4de3-bf92-1b00b905f87b,1,2003309162662602901_6360818630771250748,perf,1.0,0920f6ba-b505-4fb9-a4d6-df3c47833cfb
80806,0.0,0.0,0.0,0.0,0.0,0,1/1/2018,0,0,0,0,0,0,0,1,0,tennessee (united states),tennessee,united states,tennessee (united states),0,0,Mobile Phone,0,1,1,Refinance,02ce9070-b7cf-45db-b07a-264b0ceff386,2,27841044907270096_2963101520808383036,perf,1.0,32d44b7e-60d1-474f-92ed-92449a4c1004
80887,0.0,0.0,0.0,0.0,0.0,0,1/1/2018,0,0,0,0,0,0,0,1,0,tennessee (united states),tennessee,united states,tennessee (united states),0,0,Mobile Phone,0,1,2,Refinance,aa434914-d77d-4ad8-ad27-a26667a5cd66,3,2050553916464828785_2037874248294364334,perf,1.0,c23a5f5c-cb2e-471c-abf5-9e13afc15bcc
80892,0.0,0.0,0.0,0.0,0.0,0,1/1/2018,0,0,0,0,0,0,0,1,0,south carolina (united states),south carolina,united states,south carolina (united states),0,0,Mobile Phone,0,1,2,Refinance,77610ebd-a859-4fea-8571-8bb27d064bed,167,7354097642328219061_7906334996255483267,perf,1.0,9c52a5b7-24c6-4125-b089-06335909f32f
80949,0.0,0.0,0.0,0.0,0.0,0,1/1/2018,0,0,0,0,0,0,0,1,0,florida (united states),florida,united states,florida (united states),0,0,Mobile Phone,0,1,59,Refinance,cf673759-908b-4c96-9cea-0a45e802896e,7,3260887438234010696_2400523975359397972,perf,28.0,c145cd3f-01ae-4dca-84cb-27813c180497
81290,0.0,0.0,0.0,0.0,0.0,0,1/1/2018,0,0,0,0,0,0,0,0,0,florida (united states),florida,united states,florida (united states),0,0,Mobile Phone,0,1,1,Refinance,cb8d1c2a-849c-4a09-922b-a1c68796c8a1,2,8514057513117149149_8779715321437854141,content,31.0,3c54439b-f39e-4a4f-b9c4-483f58f6d151
81650,0.0,0.0,0.0,0.0,0.0,0,1/1/2018,0,2,0,0,0,0,0,0,0,florida (united states),florida,united states,florida (united states),0,0,Mobile Phone,0,1,1,Refinance,43e40aa8-fe5e-441a-8aed-61d9fa7c1534,2,7461185616344938191_4416291047667301452,perf,1.0,dd1420a6-2f34-4a46-9617-efe7840d637d
104602,0.0,0.0,0.0,0.0,0.0,0,1/8/2018,0,0,0,0,0,0,0,1,0,pennsylvania (united states),pennsylvania,united states,pennsylvania (united states),0,0,Tablet,0,1,1,Refinance,8a449bfc-c08f-4623-8fea-2f764d926421,1,4431936067377707188_361899958079682048,perf,1.0,c7799f2d-7522-4032-a9e4-8728dd3c74a7
104868,0.0,0.0,0.0,0.0,0.0,0,1/8/2018,0,1,0,0,0,0,0,0,0,florida (united states),florida,united states,florida (united states),0,0,Tablet,0,1,1,Refinance,e38be2d9-14e9-441d-bdde-1cdbd2474672,4,7877092079164765620_318746955851921275,bd,31.0,3f134b16-aadc-4075-8525-7fb71464e9ae
104949,0.0,0.0,0.0,0.0,0.0,0,1/8/2018,0,0,0,0,0,0,0,0,0,north carolina (united states),north carolina,united states,north carolina (united states),0,0,Tablet,1,1,9,Refinance,497c78e6-5853-4b91-b3d3-dc5c0c3c3651,1,7681916888138621068_7418517925422450457,perf,1.0,ca73c6ea-7bd8-4ccc-950f-dee0f310a40c
104950,0.0,0.0,0.0,0.0,0.0,0,1/8/2018,0,0,0,0,0,0,0,0,0,virginia (united states),virginia,united states,virginia (united states),0,0,Tablet,1,1,1,Refinance,7f80df1e-8046-437a-bc49-06b98bd5d6c2,1,760372008693440646_5394873173646066490,seo,1.0,79f1cddb-ddb8-4928-bf99-6eb709999451
104952,0.0,0.0,0.0,0.0,0.0,0,1/8/2018,0,1,0,0,0,0,0,0,0,california (united states),california,united states,california (united states),0,0,Tablet,1,1,6,Refinance,9c01bfb8-1d3c-48c7-9988-a0b5fc2aadc5,18,298589317021512399_8809726572536024957,perf,1.0,43506070-e40c-49ef-b707-4964d881113e
104953,0.0,0.0,0.0,0.0,0.0,0,1/8/2018,0,3,0,0,0,0,0,1,0,georgia (united states),georgia,united states,georgia (united states),0,0,Tablet,1,1,10,Personal,7d0c1b74-18d5-4f0d-9d9f-c4bcd0e991b4,1,2796942257339260234_2754441014486508869,aff,27.0,962f67b5-70a2-46c6-8835-0dc4eb062d4d
105355,0.0,0.0,0.0,0.0,0.0,0,1/8/2018,0,0,0,0,0,1,1,1,0,california (united states),california,united states,california (united states),0,0,Tablet,0,1,17,Refinance,b01c2221-44aa-4364-bf79-060132493a55,12,3199923870304733448_6674145048240361792,perf,1.0,57055994-4215-4d5d-9059-1e264d8fd2f7
107746,0.0,0.0,0.0,0.0,0.0,0,2/7/2018,0,0,0,0,0,0,0,0,0,missouri (united states),missouri,united states,missouri (united states),0,0,Other,0,1,1,Personal,a270944b-503a-46fe-9bba-532613fac866,11,4863444474280912935_6481399855711508509,perf,1.0,9306b914-3956-45d3-b018-b3db1442f87e
107766,0.0,0.0,0.0,0.0,0.0,0,2/7/2018,0,0,0,0,0,0,0,1,0,california (united states),california,united states,california (united states),0,0,Other,0,1,2,Personal,4a4f24ce-4d64-4a90-ba1f-b470cef51d13,1,6581873682426854772_6672488354626382922,perf,1.0,3b0d18f2-a45e-4bfc-bb14-df89d0266002
107782,0.0,0.0,0.0,0.0,0.0,0,2/7/2018,0,0,0,0,0,0,0,0,0,texas (united states),texas,united states,texas (united states),0,0,Other,0,1,1,Purchase,3a1bbc93-bc25-4975-a5af-8b3a46196716,12,7103021266738340236_8596636913665392676,perf,1.0,aac47b20-4b6f-4557-8250-642a128d51fe
107878,0.0,0.0,0.0,0.0,0.0,0,2/7/2018,0,0,0,0,0,0,0,1,0,kentucky (united states),kentucky,united states,kentucky (united states),0,0,Other,0,1,1,Refinance,76365881-a45f-4472-9660-2d23c3237520,1,1255238971535242794_3566871332487831641,perf,1.0,1570e427-09a8-43f7-af42-fd12cbdb7eb4
107930,0.0,0.0,0.0,0.0,0.0,0,2/7/2018,0,0,0,0,0,0,0,1,0,new jersey (united states),new jersey,united states,new jersey (united states),0,0,Other,0,1,1,Refinance,7107ede1-2135-4531-85c2-0680ff6279ce,5,3911166477357484261_2370523061338432298,perf,1.0,f7255743-1b1b-493e-8115-6f5c2ce221a8
107934,0.0,0.0,0.0,0.0,0.0,0,2/7/2018,0,0,0,0,0,0,0,1,0,north carolina (united states),north carolina,united states,north carolina (united states),0,0,Other,0,1,1,Refinance,1d3432b8-9c73-4928-baeb-142adc143ee4,23,4450000776880363555_8498987696165171990,perf,1.0,4ba31067-89f8-4a9e-81c0-e800511f98bd
107936,0.0,0.0,0.0,0.0,0.0,0,2/7/2018,0,0,0,0,0,0,0,1,0,florida (united states),florida,united states,florida (united states),0,0,Other,0,1,2,Refinance,7a6f7ccf-06dd-4d7d-ba91-b099d151eb80,1,2806608289216504304_5071711101791109775,perf,1.0,e94bf835-a782-4d39-b2f6-515244eca469
107942,0.0,0.0,0.0,0.0,0.0,0,2/7/2018,0,0,0,0,0,0,0,1,0,new york (united states),new york,united states,new york (united states),0,0,Other,0,1,2,Refinance,0ae2d2cb-c826-4b4a-bd66-46f8b06f29d2,2,5263963522243876832_5554252894491885608,perf,1.0,82c904a8-6b6e-4426-ad74-9adb6660618c
107946,0.0,0.0,0.0,0.0,0.0,0,2/7/2018,0,0,0,0,0,0,0,1,0,wyoming (united states),wyoming,united states,wyoming (united states),0,0,Other,0,1,6,Refinance,468c35a4-4d73-46ed-a9bb-85ee82090abe,3,935837718826974343_6792919069466473654,perf,1.0,a8dbbf34-4f30-44a4-b9f2-6efa176f55e7
107954,0.0,0.0,0.0,0.0,0.0,0,2/7/2018,0,1,0,0,0,0,0,0,0,new york (united states),new york,united states,new york (united states),0,0,Other,0,1,2,Refinance,2111e267-ee41-4ee2-af4e-fea3dd0a38f2,2,2186343378053009496_371302957190117184,seo,1.0,bdef42a6-38b9-4db5-b8fb-1e634c57bdf8
107957,0.0,0.0,0.0,0.0,0.0,0,2/7/2018,0,3,0,0,0,0,0,0,0,minnesota (united states),minnesota,united states,minnesota (united states),0,0,Other,0,1,3,Refinance,65479a07-8b89-4dff-8add-21657f8e23b6,7,8398330085137401395_7191528111136977015,perf,1.0,dca5c493-1c21-4085-b402-57d490607668
107996,0.0,0.0,0.0,0.0,0.0,0,2/7/2018,0,0,0,0,0,0,0,1,0,alabama (united states),alabama,united states,alabama (united states),0,0,Other,0,1,1,Home Equity,8b7c2265-996e-4d58-a1fb-fe3b5386e82f,1,5322787883779003124_8896156476584403000,perf,31.0,c0483261-3dce-42ed-a87f-5d0175ac67ac
108007,0.0,0.0,0.0,0.0,0.0,0,2/7/2018,0,0,0,0,0,0,0,1,0,virginia (united states),virginia,united states,virginia (united states),0,0,Other,0,1,3,Refinance,a05db6e2-7ae1-4bb1-98cc-816b32d5c68f,8,733385446768278470_6244279122862507491,perf,31.0,90b23b2b-9090-43bd-9347-0a2cb75fa2cc
132133,0.0,0.0,0.0,0.0,0.0,0,2/7/2018,0,0,0,0,0,0,0,1,0,new york (united states),new york,united states,new york (united states),0,0,Tablet,0,1,1,Refinance,4eb1783c-6e2e-4723-ab12-2727317c21f4,3,4963229247499728788_7238432282622220012,perf,1.0,1d48f864-02a6-4777-84d4-11feb9f9aa9c
132168,0.0,0.0,0.0,0.0,0.0,0,2/7/2018,0,3,0,0,0,0,0,0,0,california (united states),california,united states,california (united states),0,0,Tablet,0,1,6,Purchase,8fbf1a87-f137-4918-8f31-6b34ad86eb81,3,3820849085303554496_8017087463864672004,aff,27.0,8611c237-5bec-4296-932c-ef420ac78b71
132486,0.0,0.0,0.0,0.0,0.0,0,2/7/2018,0,0,0,0,0,0,0,1,0,south carolina (united states),south carolina,united states,south carolina (united states),0,0,Tablet,0,1,3,Refinance,15cfce2a-a73c-40ac-a036-f0a4dbc8c35f,2,8991228930976619190_6764972970410856105,content,31.0,d418f59e-c9ad-447a-9bfd-706fd772ac69
132749,0.0,0.0,0.0,0.0,0.0,0,2/7/2018,0,0,0,0,0,0,0,0,0,new york (united states),new york,united states,new york (united states),0,0,Other,1,1,3,Personal,c2276d89-9e56-4421-ac3d-ac4a73e1c4a7,125,789257483768242969_3590795581595545198,perf,1.0,6555eae4-5756-4829-8690-36af3f7e91c7
132750,0.0,0.0,0.0,0.0,0.0,0,2/7/2018,0,0,0,0,0,0,0,0,0,california (united states),california,united states,california (united states),0,0,Other,1,1,1,Refinance,a406b0d8-e2aa-467c-9e6b-ca09b580932b,1,8322589970815969639_8084674521353771898,perf,1.0,a662cf63-c88b-4a21-af53-8026e6b555fa
132751,0.0,0.0,0.0,0.0,0.0,0,2/7/2018,0,0,0,0,0,0,0,0,0,kentucky (united states),kentucky,united states,kentucky (united states),0,0,Other,1,1,2,Refinance,ae598b2a-2e6c-4e1f-a99a-75584eb87c9f,1,6865372828405915777_6576697029664683626,perf,1.0,8ceb1141-7bc4-44f3-98a6-16fbc645da0c
132753,0.0,0.0,0.0,0.0,0.0,0,2/7/2018,0,1,0,0,0,0,0,1,0,oklahoma (united states),oklahoma,united states,oklahoma (united states),0,0,Other,1,1,11,Personal,629b5220-9698-4b3b-9dd6-18469ced76d4,3,4305357715866217464_2554712972392826748,perf,1.0,6f4af7f3-e0d5-4d0c-ab1f-5e06fe78bb00
132785,0.0,0.0,0.0,0.0,0.0,0,2/7/2018,0,0,0,0,0,0,0,0,0,florida (united states),florida,united states,florida (united states),0,0,Tablet,1,1,3,Refinance,586fa048-4dcc-440d-a0fc-acc3c43113f5,2,8352024143146335278_6934425945645558714,bd,31.0,6a435564-5576-43a8-9fd9-6488037bac82
145505,0.0,0.0,0.0,0.0,0.0,0,1/1/2018,0,0,0,0,0,0,0,1,0,tennessee (united states),tennessee,united states,tennessee (united states),0,0,Other,0,1,13,Purchase,6b32f93d-2b70-4234-9706-6bb404c07621,1,6779545328749414993_6686416665737788790,perf,1.0,61136b86-f66b-4b79-bde2-b79e1917aa88
145548,0.0,0.0,0.0,0.0,0.0,0,1/1/2018,0,0,0,0,0,0,0,0,0,florida (united states),florida,united states,florida (united states),0,0,Other,0,1,1,Refinance,63b32eb6-65fd-4d85-89f4-3548853ce838,16,2497639916186388394_6991139032197463436,perf,1.0,2ee6471f-4e35-425a-a42e-1e6419a2c6df
145666,0.0,0.0,0.0,0.0,0.0,0,1/1/2018,0,0,0,0,0,0,0,1,0,michigan (united states),michigan,united states,michigan (united states),0,0,Other,0,1,1,Personal,eeae9df8-6412-407c-904e-922863780cd4,5,1171779110589524084_28727310727428947,aff,27.0,1fb7254e-146a-4939-a4f8-b3e1496f3d3c
145667,0.0,0.0,0.0,0.0,0.0,0,1/1/2018,0,0,0,0,0,0,0,1,0,arkansas (united states),arkansas,united states,arkansas (united states),0,0,Other,0,1,2,Personal,038d8caa-474c-43d9-9230-72dde53298ea,3,2425376992626208080_7166864295993340699,aff,27.0,c172fee0-e84e-462b-a9b5-9b863d047c31
145911,0.0,0.0,0.0,0.0,0.0,0,1/1/2018,0,0,0,0,0,0,0,0,0,oklahoma (united states),oklahoma,united states,oklahoma (united states),0,0,Other,0,1,1,Auto,329372bc-3e01-470c-9bdd-83f5a5aad678,4,2033387748976049843_3170903206183415003,bd,31.0,fb69e5ff-4812-4114-8807-ad3f6f278f70
145921,0.0,0.0,0.0,0.0,0.0,0,1/1/2018,0,0,0,0,0,0,0,0,0,oregon (united states),oregon,united states,oregon (united states),0,0,Other,0,1,1,Home Equity,410cafed-b6b4-4ff8-9420-276123b004de,3,4188925082079261420_655043999619768147,perf,31.0,9b9d4852-f8bc-4715-a416-317dcc7b5d8d
189595,0.0,0.0,0.0,0.0,0.0,0,1/1/2018,0,0,0,0,0,0,0,1,0,ohio (united states),ohio,united states,ohio (united states),0,0,Tablet,0,1,1,Refinance,76efe068-f192-41cc-914c-0cd82d727771,3,7203061969680464680_1261456473221299202,perf,1.0,9057451f-4023-4a66-8a3e-dfda6dbd3a4c
189764,0.0,0.0,0.0,0.0,0.0,0,1/1/2018,0,0,0,0,0,0,0,0,0,pennsylvania (united states),pennsylvania,united states,pennsylvania (united states),0,0,Tablet,0,1,1,Refinance,9ea21ff9-917a-4aae-b5ae-f5c311b64721,11,5498675252743892007_5792602144340711518,content,31.0,e460e74d-0697-4943-b706-0c9d30a31dae
190086,0.0,0.0,0.0,0.0,0.0,0,1/1/2018,0,0,0,0,0,0,0,0,0,south carolina (united states),south carolina,united states,south carolina (united states),0,0,Mobile Phone,1,1,3,Refinance,d7430060-a9e2-4c53-b25a-e08c0ca05510,1,6160797222819419768_511192396529788465,perf,1.0,45bac66a-2a70-466f-b319-c46961286bdd
190087,0.0,0.0,0.0,0.0,0.0,0,1/1/2018,0,0,0,0,0,0,0,0,0,florida (united states),florida,united states,florida (united states),0,0,Mobile Phone,1,1,5,Refinance,fdb15eb7-206a-4929-9603-b0c1f1e6c031,1,2830308375245049684_8312196071617137778,perf,1.0,42991422-da96-47f6-84c3-02adc5841413
190088,0.0,0.0,0.0,0.0,0.0,0,1/1/2018,0,0,0,0,0,0,0,0,0,kansas (united states),kansas,united states,kansas (united states),0,0,Mobile Phone,1,1,5,Refinance,5dccbcc1-8658-458a-94d6-b08ce3ac5344,1,5235890252281062371_3552911215749056369,perf,1.0,c645feee-39e1-453f-9128-bab7062bf51b
190091,0.0,0.0,0.0,0.0,0.0,0,1/1/2018,0,0,0,0,0,0,0,0,0,virginia (united states),virginia,united states,virginia (united states),0,0,Mobile Phone,1,1,4,Personal,d7d263ea-d4f3-4e00-aa7e-80f4ab95a436,6,1376328043065878818_2278772633082414505,perf,28.0,eb80d975-dec1-415c-802d-70d793e2b48f
190092,0.0,0.0,0.0,0.0,0.0,0,1/1/2018,0,0,0,0,0,0,0,0,0,indiana (united states),indiana,united states,indiana (united states),0,0,Mobile Phone,1,1,6,Refinance,6e9d7b05-8759-41ae-af1a-b839afb51be3,1,1648860877544454789_2529058960310678230,perf,28.0,ff978aa1-abcd-408c-836f-bfd2f09f9952
190112,0.0,0.0,0.0,0.0,0.0,0,1/1/2018,0,1,0,0,0,0,0,0,0,delaware (united states),delaware,united states,delaware (united states),0,0,Mobile Phone,1,1,5,Personal,784fe4eb-a518-4d08-8aa8-12ed99dd2676,28,3370168746115678311_4902622726358266325,perf,1.0,202baf5b-b127-4c1e-874f-38cec6aae5bc
190113,0.0,0.0,0.0,0.0,0.0,0,1/1/2018,0,1,0,0,0,0,0,0,0,oregon (united states),oregon,united states,oregon (united states),0,0,Mobile Phone,1,1,1,Purchase,3f4c5757-004b-407b-8a41-e4085d19ed8a,1,3075595175452164545_3892381535424024385,perf,1.0,b026aba3-71db-4c91-83ff-99fcf6bc6928
190114,0.0,0.0,0.0,0.0,0.0,0,1/1/2018,0,1,0,0,0,0,0,0,0,massachusetts (united states),massachusetts,united states,massachusetts (united states),0,0,Mobile Phone,1,1,2,Purchase,d2442d3f-43e6-404e-a72b-7f3e03e5082f,2,1702305505444502940_2301853244616888997,perf,1.0,69f0f622-9a0a-4d0e-918d-5d9890843304
190318,0.0,0.0,0.0,0.0,0.0,0,1/1/2018,0,0,0,0,0,0,0,0,0,florida (united states),florida,united states,florida (united states),0,0,Other,1,1,36,Purchase,f26cdc9a-b895-41af-8d39-2ccb16c56630,1,4755498650009082407_6331173125038404678,perf,1.0,ea15e1d6-ba41-44a1-88ea-b2ca91874dbf
190321,0.0,0.0,0.0,0.0,0.0,0,1/1/2018,0,0,0,0,0,0,0,0,0,missouri (united states),missouri,united states,missouri (united states),0,0,Other,1,1,4,Purchase,7ae29428-9356-47c5-b205-2672c55aebd3,1,8083615027188992733_8979155592974183817,aff,27.0,728c839a-8c77-40c1-9902-7e1650e9782c
190322,0.0,0.0,0.0,0.0,0.0,0,1/1/2018,0,0,0,0,0,0,0,0,0,virginia (united states),virginia,united states,virginia (united states),0,0,Other,1,1,2,Refinance,3604c119-0cc6-4b4a-9cb2-dc79e4e29625,1,7692105146973756515_2623547427263345295,perf,28.0,cdae5981-ffc6-4887-85ec-1091f8f6c188
190363,0.0,0.0,0.0,0.0,0.0,0,1/1/2018,0,1,0,0,0,0,0,0,0,florida (united states),florida,united states,florida (united states),0,0,Other,1,1,5,Purchase,c25191b7-1716-40e9-9534-5bab72de633c,6,8420870231921405107_7279728594342223206,perf,1.0,2667deb6-0c62-47a3-babc-08705ed561d8
190364,0.0,0.0,0.0,0.0,0.0,0,1/1/2018,0,1,0,0,0,0,0,0,0,georgia (united states),georgia,united states,georgia (united states),0,0,Other,1,1,1,Refinance,d435b33e-77a6-4fe8-abd9-b83941de63d2,1,2703532088805953484_2334482160863379204,perf,1.0,ae964a21-ed85-42e3-897c-302e7d135db5
190390,333.333333333,333.333333333,3333333.33333333,0.0,0.0,1,1/1/2018,0,0,0,0,0,0,0,0,0,new york (united states),new york,united states,new york (united states),0,0,Tablet,1,1,3,Refinance,6e3ea9b6-bc08-4aed-984b-01a1a9969450,1,7828726947305055701_4414680869777741173,perf,1.0,7e2675c1-2828-4352-b599-2427cd752e5b
190396,0.0,0.0,0.0,0.0,0.0,0,1/1/2018,0,1,0,0,0,0,0,0,0,washington (united states),washington,united states,washington (united states),0,0,Tablet,1,1,1,Purchase,7000dea2-4a3d-436b-bfdf-fcceac345ea8,5,3763995171656136092_3474361959554513630,perf,1.0,3e105d5a-9e53-4654-a3bd-6aac7d3be40b
190397,0.0,0.0,0.0,0.0,0.0,0,1/1/2018,0,1,0,0,0,0,0,0,0,ohio (united states),ohio,united states,ohio (united states),0,0,Tablet,1,1,2,Purchase,316a975b-6bec-49ec-8592-72325961aadc,1,8431093419559176791_4231931981411215275,bd,31.0,839e1a95-3780-4664-ae22-211e6b691678
191326,0.0,0.0,0.0,0.5,500.0,0,1/1/2018,0,1,0,0,0,1,0,1,1,california (united states),california,united states,california (united states),0,0,Mobile Phone,0,1,2,Personal,5ca67804-08d4-409c-8c3e-8b4b4430d794,1,1136355139151805451_7773312864391170628,perf,1.0,c4e6b84d-b3ff-435d-8f02-2a667d23a974
191327,0.0,0.0,0.0,0.5,500.0,0,1/1/2018,0,1,0,0,0,1,0,1,1,california (united states),california,united states,california (united states),0,0,Mobile Phone,0,1,2,Personal,932c04ad-bf38-44a8-890e-3f60a7de5b07,1,7528147660221825247_1388692558413122942,perf,1.0,f0c7745a-dadd-4faa-8919-c197e18ca19e
191330,0.0,0.0,0.0,0.5,500.0,0,1/1/2018,0,1,0,0,0,1,0,1,1,new york (united states),new york,united states,new york (united states),0,0,Mobile Phone,0,1,2,Personal,48f4d976-69d5-4346-90a4-987f0c0ea14b,1,2856615791668310277_2280187727847484506,bd,30.0,c3fec250-5d94-45d0-a137-f89c712fa38a
191497,0.0,0.0,0.0,0.0,0.0,0,1/1/2018,0,0,0,0,0,1,0,1,0,texas (united states),texas,united states,texas (united states),0,0,Other,0,1,3,Auto,d82d9154-1a51-4cef-92af-5662df75d28e,1,5514445697349844928_3418070531825990132,bd,31.0,91ad657f-7eaf-425d-bc0a-250251466ae2
191534,0.0,0.0,0.0,0.0,0.0,0,1/1/2018,0,1,0,0,0,1,0,1,0,massachusetts (united states),massachusetts,united states,massachusetts (united states),0,0,Other,0,1,8,Auto,89665a2c-992c-419b-ac39-a8c30920e5f6,1,4932348833435527086_8336060315421221650,perf,31.0,2143ef10-876b-4c8a-b2b2-08033ae2ac80
191580,0.0,0.0,0.0,0.5,500.0,0,1/1/2018,0,1,0,0,0,1,0,1,1,missouri (united states),missouri,united states,missouri (united states),0,0,Tablet,0,1,2,Personal,52ef87f2-df48-433a-9dcd-ab65d02675b8,1,7098395994988565274_2037871452523127650,aff,27.0,465c9f14-a6c8-4106-a4c4-afe906ef1672
191585,0.0,0.0,0.0,1.0,1000.0,0,1/1/2018,0,0,0,0,1,1,0,1,1,illinois (united states),illinois,united states,illinois (united states),0,0,Mobile Phone,0,1,1,Refinance,731189bb-cdea-450a-a47d-9c8f505b1b37,1,4737850990917040565_5925966987324793814,perf,1.0,948a1f6f-2e3c-4d1c-acc0-a63266a9188e
191590,0.0,0.0,0.0,0.5,500.0,0,1/1/2018,0,1,0,0,1,1,0,1,1,alabama (united states),alabama,united states,alabama (united states),0,0,Mobile Phone,0,1,2,Refinance,b02478ee-f469-4021-a345-211a0d39649f,1,4629534773183702975_2294758782809678666,perf,1.0,fa3cbd16-8bb7-43e4-b649-c6d6a5af5458
192385,0.0,0.0,0.0,0.0,0.0,0,1/1/2018,0,0,0,0,0,1,1,1,0,alabama (united states),alabama,united states,alabama (united states),0,0,Mobile Phone,0,1,17,Home Equity,b02478ee-f469-4021-a345-211a0d39649f,1,4629534773183702975_2294758782809678666,perf,1.0,34de8bf7-6fee-48dc-8587-81ccb6397733
192441,0.0,0.0,0.0,0.0,0.0,0,1/1/2018,0,0,0,0,0,1,1,1,0,new jersey (united states),new jersey,united states,new jersey (united states),0,0,Mobile Phone,0,1,11,Purchase,7adee360-3f03-403b-9d81-1de44b7fb34e,1,4344852009923501392_8711289339851470944,perf,1.0,033e8fa8-4429-4f4d-9fab-e68182fa3470
